"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.0,1,"2016-04-27 06:43:57","Fabulous one bedroom apartment on the upper east side. Bright and spacious, closets, nice kitchen. Close to all shopping, dining and transportation.Call Spencer at 533-159-1781 or email of interested!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 101st Street",40.789,-73.9478,1750,"173 East 101st Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-17 12:56:09","WEST 60’s_LARGE STUDIO_SEPARATE KITCHEN_LAUNDRY_DISHWASHER_CENTRAL PARK



Large, Quiet and Exquisite Studio on West 60’s. Big Windows  overlooking the backyard, which brings a relaxing feeling. The Charming Unit has a Separate Windowed Kitchen with generous cabinetry space, Microwave and Dishwasher. You can easily fit Queen size Bed with two Night Stands in addition to the Living area. This Home features:

•	Hardwood Floors
•	Comfortable Closet Space
•	High Ceilings
•	Lots of Natural Light
•	Marble Bathroom with Window

Enjoy the Best of Upper West Side!!!!
The Apartment is located in a very Well Maintained Pre-War Building with Elevator, Laundry room and Voice Intercom. Conveniently located near Grocery Stores and Neighborhood Restaurants. Half a block away from Central Park and Lincoln Center. 
Short walk to Time Warner Center and Whole Foods. 

To view call Mariana 400-785-0856
","LINCOLN CENTER/CENTRAL PARK",40.7713,-73.9812,2550,"33 W 63","low",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-06-02 06:51:28","Located Right off Lexington ave, this Luxury 24 Hour Doorman building has it all! Surrounded by restaurants, subways, bars, nightlife and just steps to Grand Central Station!Building features: -24 Hour Doorman-Elevators-LaundrySUPER SUNNY MASSIVE FLEX 2 BEDROOM (FULL WALL) 1 BATH:-MASSIVE LIVING ROOM WITH TONS OF WINDOWS & A BALCONY WITH OPEN CITY VIEWS!-DINING AREA-NEW KITCHEN WITH GRANITE COUNTER TOPS & STAINLESS STEEL APPLIANCES-MARBLE BATHROOM-WALK IN CLOSETS & TONS OF STORAGE-SPRAWLING BEDROOM THAT CAN EASILY FIT KING SIZE. (NO EXAGGERATION)TRULY A MUST SEE STEAL! TO SECURE A PRIVATE VIEWING CONTACT EDEN: 688-604-1023 / kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 34th Street",40.7469,-73.9802,3400,"115 East 34th Street","low",1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-12 05:49:16","-Floor to Ceiling Windows-24hr Concierge-Bicycle Storage-Children's Playroom-Club Room-Fitness Center-Garden Landscaped -Roof Deck-Laundry In Building-Tennis Court-Terrace-Valet-Volleyball Court<br /><br />Modern rental residences raise the bar on the Long Island City waterfront. Residents enjoy over 50,000 square feet of spectacular indoor and outdoor amenities, including a children's playroom designed by acclaimed partner apple seeds, two tennis courts, real sand beach volleyball courts, an expansive landscaped terrace and sun deck, water feature, state-of-the-art fitness center and even an on-site dog run. The building offers unparalleled convenience with a 1,000-car on-site parking garage and Midtown Manhattan just a 4-minute subway ride away.<br /><br />The residences provides for open-air, modern luxury and comfort. Hardwood floors, stainless steel appliances, floor-to-ceiling windows and spacious layouts enable room to play, and space to make truly yours. The dynamic, multi-purpose waterfront surrounding provides more than an iconic view: it?s a daily source of inspiration. With 12 acres of green parks, a beautiful esplanade, an outdoor sports park, and a brand new K-8 school around the corner, waterfront is alive with activity, every day. It's a convenient four-minute subway ride away from Midtown Manhattan on the 7 train, and accessible by the G, E and M trains, East River Ferry and the Pulaski Bridge.<br /><br />CALL/TEXT ME AT ANY TIME 805-499-8499 FOR A FULL TOUR OF OUR UNITS.OR EMAIL AT - VINCENT@CHRISTIEPROPERTYGROUPI' AM AVAILABLE 24/7<p><a  website_redacted ","Center Blvd",40.7481,-73.9564,2516,"4545 Center Blvd","low",1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1.0,2,"2016-04-14 02:21:29","Fully Furnished 2 bedroom, 1 Bathroom-  Spacious layouts, breathtaking views and ample natural light accent spectacularly renovated apartments, complimented by easy access to public transportation. Fine shopping, restaurants, and green space are located within a few blocks, and those who call this pet-friendly, doorman-building home will agree that Sutton Place has never been so chic. Ready immediately- Call now to schedule a showing<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Michelle Zitwer for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","East 57th Street",40.7581,-73.9627,10770,"400 East 57th Street","low",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-24 01:13:23","You can have it all - DOORMAN, elevator, Laundry Room, live in super, SPACIOUS newly renovated, incredible custom closet space, hardwood floors, drenched in sunlight, high ceilings, DISHWASHER, Some utilities (gas, heat and hot water) are included to SAVE you MONEY. PRIME low 70s Upper East Side Location  blocks from EVERYTHING. Email or call Heath about this and other GREAT apartments. ","East 72nd Street",40.7681,-73.9563,2595,"355 East 72nd Street","low",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-22 04:25:03","        ","E 52nd Street",40.66,-73.9296,1775,"48 E 52nd Street","high",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-06-28 04:58:47","Bright Studio Steps from Columbia U &amp; NY Presbyterian Hospital!*Spacious, Sunny, &amp; Plenty of Windows!*12x12 King Size Living Area*Elevator*Live-in Super*Baby Steps from A, C, &amp; 1 train at W168","West 168th Street",40.8404,-73.9376,1425,"515 West 168th Street","medium",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2,"2016-04-15 15:38:33","Spacious two bedroom apartment! 
Bedrooms are on opposite ends of the apartment 
Living room and kitchen are seperated by a hallway 
Large living room 
Windows and closets in both bedrooms 
Backyard access 
Stainless appliances 
First and security to move in 
NO FEE NO BULL","2076 Dean St",40.6749,-73.9188,1950,"2076 Dean St","medium",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,2,"2016-04-18 03:05:16","This is a Brand New, Midtown West Gut Renovated 2 BR / Convertible 3 Bedroom / 1 bath and IN UNIT LAUNDRY featuring:Ebony Hardwood Floors,Recessed Lighting,Carrara Marble Counter-tops,Brand New Stainless Steel Appliances,Cherrywood cabinets,Crown and Baseboard Moldings,2 Luxury Bathrooms w/ intricate mosaic tile-work,This apartment features an in unit Premium Bosch Washer & Dryer and has access to the building's Furnished Roof Deck!<br /><br />Clean and well-maintained building in a great neighborhood!<br /><br />There is everything you could possibly need nearby when you are just a couple of blocks from Columbus Circle! Put the hectic city behind you when you relax in Central Park, or embrace the vibrancy of the city shopping at the fashionista destination that is the Time Warner Center. This area has something for everyone.<br /><br />I know how important a role your lifestyle plays in finding an apartment. I specialize in the West Side, but I have access to everything on the market. Instead of just looking for a place to live, let me help you find a place you can truly call home. Call / text / email for more information or an appointment.*Rent is Net Effective based on 1 month free on a 12 month lease<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ","West 58th Street",40.7692,-73.9873,5133,"454 West 58th Street","low",0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-20 06:06:51","***PRIME SOHO LOCATION***FULLY RENOVATED TRUE 2 BEDROOM***LAUNDRY IN BLDNG***EXCLUSIVE SUNDECK***<br /><br />This grand TRUE 2 bedroom is complete with high ceilings, hardwood floors, large windows and recessed lighting. Kitchen features modern appliances, granite counter tops and plenty of cabinet space. The Queen sized bedrooms features ample closet space. The building features brand new renovations and top of the line finishes, there is a full service laundry room in the building, and the roof features a beautiful sun-deck exclusive for it's residents!!!This is a LOW FEE APARTMENT!!!<br /><br />FOR VIEWING CALL OR TEXT SHRAGI: 888-207-5404<br /><br /><p><a  website_redacted ","Mott Street",40.7198,-73.9964,3500,"167 Mott Street","high",0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-17 05:20:02","Building Amenities and ServicesDoorman/Concierge (24-hour)Gym / fitness center (men's and women's locker room with separate saunas)Swimming poolChildren's playroom/spaceParking garage (attended 24 hours; extra fee)Elevators Laundry (windowed; air-conditioned)IntercomRoof deck / terraceLandscaped public plaza with fountain, seating areas, retail shops and kioskAttended service entrance with package room and deliveryConference / business center Valet services in building Apartment Features and Amenities9' 0"" ceilingsBathroom:Marble tilingMarble-topped vanitiesSolid oak floorsCulligan water filtration system for entire buildingHigh-speed Internet wiringKitchens with granite countertops and floorsFull-size washer and dryer in every apartmentBay or corner windowsIndividually controlled heat and air conditioningFull 8-foot-high doors<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Liberty Street",40.7074,-74.0081,3795,"10 Liberty Street","low",1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
1.0,1,"2016-04-24 02:57:49","OPEN HOUSESaturday, May 7th - 1:00 to 3:00PMPlease call or email to register for Open House.Rarely ever available for rental, this Bohemian loft hideaway is now available furnished or unfurnished. This former East Village Schoolhouse converted to Co-op, houses a large one bedroom home that is truly one-of-a-kind. Extra high ceilings, exposed brick, dark hardwood floors, queen size bedroom, a chef's kitchen with Sub-Zero stainless steel appliances, luxury bathroom with soaking tub, washer/dryer and custom decor. This open and sun-filled home has 13 ft ceilings with 5 oversized windows overlooking a beautiful community garden.Available immediately for a minimum of 12 months with an option to extend month-to-month.BUILDING AMENITIESElevatorFurnished Roof Top with BBQBike RoomLaundry RoomFull Time SuperPET POLICYUnfurnished: Both Dogs and Cats PermittedFurnished: Dogs Permitted, No Cats<br /><br />For questions or to arrange a viewing, please contact:Mike Lee Licensed Real Estate AgentM: 603-814-6240Email: kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","300 East 4th Street",40.7223,-73.9805,4500,"300 East 4th Street","low",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0,"2016-06-27 01:20:22","LOOK NO FURTHER!Gorgeous jumbo studio located at 61st Street, between Park Avenue and Lexington!Fabulous location, a block to the subway, Bloomingdales and a short walk to Central Park and MIdtown!Updated kitchen and bathroom.Excellent closets. Ready for immediate occupancy, call today because this will go fast!!! ","East 61st Street",40.7637,-73.9676,1950,"135 East 61st Street","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-14 05:28:31","Huge!!! Studio in Midtown West, features a Separate Kitchen, updated bathroom, and Walk-in Closets, in a comfort well maintained Prewar Doorman, Elevator Building with Heat and Hot Water Included, Landry, Bike rack in each floor, close to Subway Lines, Shopping, and Nightlife.<br /><br />---Tim-- Kola---WEICHERT PROPERTIES l NYC---C: 189-842-0888---E: kagglemanager@renthop.com<br /><br />++Feel free to contact me anytime and I look forward to finding your new home.<br /><br />Email or Call for a VIRTUAL TOUR  through?EYEBALL-- APP or immediate viewing.<p><a  website_redacted ","West 34th Street",40.7545,-73.9984,2200,"455 West 34th Street","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-09 03:05:04","Price + Pics Say it All!Call/Text/Email Alexandria Now(516) 476 kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","York Avenue",40.7769,-73.9467,1950,"1661 York Avenue","low",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0,"2016-06-28 01:11:18","Welcome to your new junior one bedroom in the Gramercy Park/East Village area. This lovely elevator prewar building features a video intercom and has a laundry room. The building is located near Union Square Park as well as numerous trains that stop at 14th Street and Union Square including the L, 4, 5, N, R and Q. *** Contact Kendall Vidal to view this apartment or any other listing. Call Today. *** ","East 15th Street",40.7352,-73.98899999999999,2300,"105 East 15th Street","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-16 02:21:37","Landlord is offering TWO MONTHS FREE + $1500 Rent Credit! Amortized rent is advertised. They are also paying the broker's fee :)Two bedroomapartment with LOADS of features: Full Marble bathrooms Gourmet kitchen featuring white cabinetry and stainless steel appliances!NEST Thermostats in every room that can be controlled via smartphone, laptop or tablet!Bosch Washer/Dryer IN UNIT!<br /><br />LUXURY building featuring 24 hour concierge, elevators and parking available! Located on a half block from Central Park! B,C subway service, Whole Foods and Central Park just steps from your door! 1,2,3 train service only a short walk away.<br /><br />I operate with the utmost care and integrity. The client is my #1 priority. Contact me for a viewing of the great apartment, I'm more than confident we'll find a place for you to call home.Call/Text Keon: 430-876-7618 Email: kagglemanager@renthop.com If you require a move within 30 days write ""URGENT"" in the subject email or text message to be taken with high priority.<br /><br /><p><a  website_redacted ","West 97th Street",40.7928,-73.9659,3500,"50 West 97th Street","medium",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-07 01:10:56","This studio apartment is located in the East Village. The apartment is located in a walk up building. The apartment features a spacious living area, hardwood floors, a full kitchen with modern appliances and a renovated bathroom with classic moldings and fixtures. Pets and Guarantors are allowed. Lets make this beauty your next home! ","East 14th Street",40.7306,-73.9816,2350,"422 East 14th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,"2016-04-13 04:56:03","A FABULOUS 4BR IN GRAMERCY! PERFECT APARTMENT! UPDATES WITH HARDWOOD FLOORS, HIGH CEILINGS, AND MODERN UPDATES THAT YOU CANNOT TAKE YOUR EYES OFF OF! GREAT AREA!!!! DON'T MISS OUT ON THIS AMAZING APARTMENT! CALL / TEXT / EMAIL JOHN FOR THIS AND MANY OTHER WONDERFUL APARTMENTS!! (420-808-5467 EMAIL: kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Park Ave South",40.7399,-73.9864,6295,"295 Park Ave South","low",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-06 18:46:39","Beautiful Unit on the Upper West Side 

Gorgeous space located on the Upper West Side on 92nd street 

This is a great spot. 


Unique 

CALL KEVIN","West 92nd street ",40.7928,-73.976,2395,"308 w 92 ","medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-04 02:54:11","Sprawling and Luxurious 2-bed.<br /><br />Prime East Village off East 12th & 3rd Avenue.<br /><br />Elevator, Laundry.<br /><br />Dishwasher, Microwave and loads of closet space.<br /><br />Call for exclusive showing!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 11th St.",40.7306,-73.9866,3900,"245 E 11th St.","low",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.5,2,"2016-04-21 02:27:43","Located in the heart of Manhattans upper east side with an attentive 24-hour doorman service plus additional doorman during select periods. Modern, fully equipped fitness center and custom-designed 's playroom. Unit includes every state of the art appliance one can think of. The unit includes 2 bedrooms and 2 baths. NO FEE!!!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","York Ave.",40.7675,-73.9536,4850,"1365 York Ave.","low",1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-22 05:39:46","This building exudes the elegance of the Upper West Side, blending old New York character with modern finishes. This elevator, full-time doorman building features newly renovated apartments, a pet-friendly environment, on-site laundry facilities and a fitness center. Nestled between serene Central Park and Riverside Park, Stonehenge Tower residents are able to take full advantage of this highly sought-after area. Within walking distance of Lincoln Center, the American Museum of Natural History, great restaurants, a vibrant bar scene, and stylish shops, this is the essence of Manhattan living.Transportation:86th Street and Broadway 186th Street and Central Park B/CAmenities:Spacious, newly renovated apartmentsStainless-steel appliancesGranite countertopsMarble bathroomsExquisite hardwood floorsDoorman-attended lobby 24/7High-speed passenger elevatorsOn-site laundry roomPet friendlyFitness CenterTenant AppSpacious, newly renovated apartmentsStainless-steel appliancesGranite countertopsMarble bathroomsExquisite hardwood floorsDoorman-attended lobby 24/7High-speed passenger elevatorsOn-site laundry roomPet friendlyFitness Center<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","West 89th Street",40.7898,-73.9744,3475,"210 West 89th Street","low",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-23 04:11:09","        ","30th St",40.6578,-74.0015,2000,"156 30th St","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-17 00:06:44","Here's a rare opportunity to land a rental in this competitive market. Let's get you in to see this Greenwich Village newly renovated 2 bedroom apartment before it's gone. For any additional information and a viewing, please text call or email me today.","8 Saint marks place",40.7291,-73.9895,3450,"8 Saint marks place","medium",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-20 06:07:22","NO FEE STEAL IN THE HEART OF THE UPPER EAST SIDE IN A LUXURY DOORMAN BUILDING!APARTMENT: Gorgeous one bedroom in the East 80s with NO BROKER FEE!  Kitchen features full-size updated stainless steel appliances, granite countertops, and tons of storage space.  The unit also features abundant closets and a pristine, marble bath.<br /><br />BUILDING: Full-time doorman building with parking, garage, storage, and onsite laundry.Call Justyna for a showing of this apartment or for help in your apartment search; I have access to every building in the City!""A stress-free apartment search is only a phone call away!""<br /><br /><br /><br /><p><a  website_redacted ","East 85th Street",40.775,-73.9474,3195,"500 East 85th Street","low",1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,"2016-04-09 03:12:37","THIS IS A MUST SEE!24/7 DOORMAN, ELEVATOR, GYM,LAUNDRY, ROOF TERRACEPRIME LOCATION NEXT TO  TRAIN LINES,SUPERMARKETAPARTMENT FEATURES HARDWOOD FLOOR, HIGH CEILING,HUGE CLOSETS, AC UNITS, DISHWASHER, MARBLE BATH AND MANY MORE..........TO VIEW THIS APARTMENT AND OTHERS IN THE CITY,CALL IBRAHIM  TAKANE AT 501-606-3449<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Jane St.",40.7378,-74.0084,5200,"100 Jane St.","medium",1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-22 04:58:49","        ","Bleecker Street",40.7313,-74.0029,3400,"259 Bleecker Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-05 03:07:08","This is a fantastic studio apartment in a doorman building close to everything! The unit features: Hardwood floors, Storage/sleeping loft, Ample closet space, In unit air conditioner, Laundry room on the floor, High ceilings.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Astor Place",40.7301,-73.9927,3095,"1 Astor Place","medium",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-09 06:07:30","Apartment: Fantastic unit featuring a spacious living area with over sized windows providing a lot of natural light. Gorgeous marble bathroom. Fully equipped granite kitchen. Large bedroom that can easily accommodate a queen size bed and an admirable amount of closet space.<br /><br />Building: Luxury high rise located in the 40's steps away from Grand Central. Features a health club, roof deck, storage room and an in building laundry room.<br /><br />To schedule a viewing or further assist you contact Dorel J Tamam. I have access to multiple listings all over the city and have full confidence in being able to find you the right home. (P) 300-300-0980 (E) kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","East 46th Street",40.7518,-73.9695,3200,"320 East 46th Street","low",1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,5,"2016-04-06 07:29:27","Spectacular convertible 5 bedroom mansion in one of the upper east side finest rental building. Renown for its unmatched services the building offers it all from 24 hour doorman and concierge, Pool, fitness room, valet services, tenants lounge and sundeck, Men""s and Women's locker rooms, children playroom and onsite garage.<br /><br />The apartment is both spacious and functional, the full granite countered chef's kitchen is walk through and windowed and with eat in kitchen. Brand new stainless steel appliances and granite flooring. Large living room perfect for entertaining, Extensive living room sets, office area, dining area or extra space. Alcove dining room is large enough windowed and contains a closet.All 5 bedrooms are king sized with great closet space including numerous walk in closets throughout. Marble bathrooms. Hardwood flooring and tons of natural sunlight flooding the apartment.<br /><br />to view call Tal @ 516 603 kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","E 79 St.",40.7726,-73.9534,14500,"340 E 79 St.","low",1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1.0,2,"2016-04-10 03:46:27","Just two flights up to this recently renovated two bedroom offering strip wood flooring recessed lighting and floor- ceiling customized closets. Separate windowed kitchen and full windowed bathroom.BUILDING AMENITIESPackage RoomLaundry RoomGas IncludedElectric IncludedLive in SuperPets AllowedHeat IncludedVideo IntercomHot Water Included<br /><br />WHY PAY OTHER BROKERS 15% FOR A GREAT APARTMENT WHEN YOU CAN PAY 7.5% FOR THE SAME SPACE WITH EXCELLENT CUSTOMER SERVICE?CALL ME NOW: 079-777-0601<br /><br /><br /><br /><p><a  website_redacted ","East 79th Street",40.7708,-73.9495,2750,"512 East 79th Street","low",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,"2016-04-10 02:34:42","CooperCooper.com :: Listing ID #12AA.12312; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Dishwasher, Central A/C, Wood Floors; BUILDING AMENITIES: Rental, Post-War, Hi-Rise, Doorman, Concierge, Elevator, Gym, Laundry Room, Pets Allowed, Bike Room, Lounge, Children's Playroom, Garden, Storage Room; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials","Riverside Boulevard",40.7777,-73.9883,6930,"160 Riverside Boulevard","low",1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,"2016-04-19 04:01:36","        This is a gorgeous two bedroom apartment. Apartment features 2 marble bathrooms, a washer & dryer, a granite kitchen with stainless steel appliances. Unit is accented by high ceilings, hardwood floors, and exposed brick. This unit has individual climate control, video intercom, and storage lofts. Available for May 01 occupancy.<br /><br />Located in prime East Village area steps from shopping, nightlife and restaurants and just a block from the L train and just minutes to Union Square and the N, R, Q, 4, 5, and 6 subway lines and the 14th Street crosstown bus.<br /><br />Please call Ryan Headington at 229-458-2687 for more information. ","East 13th Street",40.7324,-73.9875,4595,"202 East 13th Street","low",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-27 02:10:27","2 Large bedrooms apt in West Village/MEAT PACKING  !!!!Large roomsLarge living with space to dining table Upgraded bathroomSeparated kitchen Elevator , courtyard , laundry .Fantastic apt that wont last !!!!!","W 13th St,",40.7396,-74.0035,5499,"305 W 13th St,","low",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-07 02:22:33","This stunner offers beautiful Hardwood floors, Jaw Dropping natural light, and super easy commute to everywhere in NYC...Here are some features:*Hardwood Floors & High vaulted Ceilings*Massive living space with ample closet space*Super clean building w/ On site Super call Yanell to schedule view 086-171-7979<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 9 Street",40.7276,-73.9839,2895,"422 E 9 Street","high",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,"2016-04-20 06:52:28","NO FEE.This exquisitely designed flex 4 bedroom, 2 baths features a living/dining area. Filled with lots of light (floor to ceiling windows) and plenty of closet space! High-end finishes and features throughout: Gourmet kitchens, granite counters & ceramic-tiled floors, premium stainless-steel appliances, hardwood floors...This luxury address is a well-deserved escape with an amenity package designed to help release tension, even for those in high-stress jobs. From elegant common spaces with custom furniture, to a fully equipped gym with the latest in cardio machines, down to the heated lap-pool and 9000 sq. ft. rooftop terrace. Additional amenities and services include 24-hour concierge service, club room with full-sized billiards table, playroom, bicycle storage and on-site parking garage.NO FEE!<br /><br />Contact Audrey Blair on 686-401-9307 or email audrey@anchornyc for an immediate showing or to see any apartment on the Anchor website.<br /><br /><br /><br /><p><a  website_redacted ","Gold St.",40.7074,-74.0069,6195,"2 Gold St.","low",1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2.0,2,"2016-04-25 02:22:02","~This is a Brand New, Gut Renovated Large 2 Bedroom w/ Washer & Dryer in Unit!~Queen Size Bedrooms with Ebony Hardwood Floors and Recessed Lighting~Carrara Marble Counter-tops with Brand New Stainless Steel Appliances and Espresso cabinets~Crown and Baseboard Moldings~This apartment features an in-unit Premium Bosch Washer & Dryer!~Price is net effective after 1 month free rent<br/><br/>~Please keep in mind that NYC has one of the most intense and busy Real Estate Market in the country. For that reason prices and availability change daily if not hourly, that can be very stressful. Contact me and let my experience help you find the right place for you to call home. ~You can contact me daily 9AM-9PM at 311-937-1325 or 24/7 via email at kagglemanager@renthop.com<br/><br/>~Pictures show typical finishes in the building. ~Price is net effective after concessions.~Prices and concessions are subject to change by the landlord at any time without prior notice, based on current availability.<br/><br/><p><a  website_redacted "," Upper East Side, 70's",40.7701,-73.955,3850,"339 East 75th Street","low",0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
